cell_id,ndvi_mean
-28.2500_-60.2500,0.5171126611957796
-28.2500_-60.5000,0.5151474794841735
-28.2500_-60.7500,0.4978867526377491
-28.2500_-61.0000,0.4865514654161782
-28.2500_-61.2500,0.4679449003516999
-28.2500_-61.5000,0.48818323563892146
-28.2500_-61.7500,0.48575744431418527
-28.2500_-62.0000,0.5455323563892146
-28.2500_-62.2500,0.48469378663540447
-28.2500_-62.5000,0.5073125439624854
-28.2500_-62.7500,0.5238694021101994
-28.2500_-63.0000,0.5838832356389215
-28.2500_-63.2500,0.5287144196951934
-28.2500_-63.5000,0.582500937866354
-28.2500_-63.7500,0.5087411488862837
-28.2500_-64.0000,0.47525638921453695
-28.2500_-64.2500,0.5290913247362251
-28.2500_-64.5000,0.5374104337631888
-28.2500_-64.7500,0.542614654161782
-28.2500_-65.0000,0.5053487690504103
-28.2500_-65.2500,0.6669495896834702
-28.2500_-65.5000,0.753510550996483
-28.2500_-65.7500,0.5427083235638922
-28.2500_-66.0000,0.4320097303634232
-28.2500_-66.2500,0.2260379835873388
-28.2500_-66.5000,0.13249542790152402
-28.2500_-66.7500,0.1302516998827667
-28.2500_-67.0000,0.17646787807737396
-28.2500_-67.2500,0.17431840562719814
-28.2500_-67.5000,0.1747569753810082
-28.2500_-67.7500,0.2811787807737397
-28.2500_-68.0000,0.18012497069167643
-28.5000_-56.2500,0.6567792497069168
-28.5000_-56.5000,0.6636520515826494
-28.5000_-56.7500,0.6337009378663541
-28.5000_-57.0000,0.6045121922626026
-28.5000_-57.2500,0.6846388042203986
-28.5000_-57.5000,0.6126274325908557
-28.5000_-57.7500,0.6679444314185229
-28.5000_-58.0000,0.6136189917936694
-28.5000_-58.2500,0.6579750293083235
-28.5000_-58.5000,0.6403430246189918
-28.5000_-58.7500,0.6665334114888628
-28.5000_-59.0000,0.4083567409144197
-28.5000_-59.2500,0.6290366940211021
-28.5000_-59.5000,0.5748698710433764
-28.5000_-59.7500,0.6269046893317701
-28.5000_-60.0000,0.6295307151230949
-28.5000_-60.2500,0.49794314185228605
-28.5000_-60.5000,0.5351423212192262
-28.5000_-60.7500,0.500273388042204
-28.5000_-61.0000,0.4833253223915592
-28.5000_-61.2500,0.5049752637749121
-28.5000_-61.5000,0.5283454865181711
-28.5000_-61.7500,0.43580281359906214
-28.5000_-62.0000,0.46238393903868696
-28.5000_-62.2500,0.4238132473622509
-28.5000_-62.5000,0.5020942555685814
-28.5000_-62.7500,0.5120565064478312
-28.5000_-63.0000,0.541736694021102
-28.5000_-63.2500,0.5240595545134819
-28.5000_-63.5000,0.4207552168815944
-28.5000_-63.7500,0.4525423212192263
-28.5000_-64.0000,0.4616669402110199
-28.5000_-64.2500,0.3563397420867527
